"","Id","MSSubClass","MSZoning","LotArea","Street","LotConfig","Neighborhood","BldgType","OverallQual","YearBuilt","ExterCond","BsmtCond","CentralAir","GrLivArea","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageQual","PoolArea","SalePrice"
"781",781,20,"RL",7875,1,"Inside","Namur","1Fam",7,1995,3,4,1,1253,3,6,7,1,3,0,176000
"782",782,60,"RL",7153,1,"Inside","Kortrijk","1Fam",6,1992,4,3,1,1603,4,7,7,0,3,0,175900
"783",783,20,"RL",16285,1,"Inside","Schaerbeek","1Fam",7,2001,3,3,1,1430,4,6,7,0,3,0,187100
"784",784,85,"RL",9101,1,"Corner","Mons","1Fam",5,1978,4,3,1,1110,4,4,7,1,3,0,165500
"786",786,20,"RL",9790,1,"Inside","LaLouviere","1Fam",6,1967,3,3,1,1342,3,7,7,1,3,0,161500
"787",787,50,"RM",10800,1,"Inside","Hasselt","1Fam",5,1915,4,3,1,1652,3,7,7,0,3,0,139000
"788",788,60,"RL",10142,1,"Inside","Kortrijk","1Fam",7,2004,3,3,1,2084,4,8,7,0,3,0,233000
"790",790,60,"RL",12205,1,"Inside","Brussels","1Fam",6,1966,3,2,1,2087,4,9,7,0,3,0,187500
"791",791,120,"RL",3182,1,"Inside","Antwerp","TwnhsE",7,2005,3,3,1,1145,4,5,7,1,3,0,160200
"792",792,80,"RL",11333,1,"Corner","Mons","1Fam",6,1976,3,3,1,1062,3,5,7,2,3,0,146800
"793",793,60,"RL",9920,1,"CulDSac","Aalst","1Fam",7,1996,3,3,1,2013,3,8,7,1,3,0,269790
"796",796,60,"RL",8400,1,"Inside","Kortrijk","1Fam",6,1980,3,3,1,1564,3,7,7,1,3,0,171000
"797",797,20,"RL",8197,1,"Inside","SintNiklaas","1Fam",6,1977,3,3,1,1285,3,7,7,1,3,0,143500
"798",798,20,"RL",7677,1,"Inside","Ixelles","1Fam",5,1953,3,3,1,773,3,4,7,0,3,0,110000
"799",799,60,"RL",13518,1,"Inside","Uccle","1Fam",9,2008,3,3,1,3140,5,11,7,2,3,0,485000
"800",800,50,"RL",7200,1,"Corner","Genk","1Fam",5,1937,3,3,1,1768,4,7,7,2,3,0,175000
"801",801,60,"RL",12798,1,"Inside","Brussels","1Fam",6,1997,3,3,1,1688,4,8,7,0,3,0,200000
"802",802,30,"RM",4800,1,"Inside","Leuven","1Fam",4,1916,3,3,1,1196,3,5,7,0,3,0,109900
"803",803,60,"RL",8199,1,"Inside","Schaerbeek","1Fam",7,2005,3,3,1,1456,4,7,7,1,3,0,189000
"804",804,60,"RL",13891,1,"Inside","Uccle","1Fam",9,2008,3,3,1,2822,5,12,7,1,3,0,582933
"805",805,20,"RL",9000,1,"Inside","Ixelles","1Fam",5,1954,3,3,1,1128,3,5,6,0,3,0,118000
"806",806,20,"RL",12274,1,"FR2","Ostend","1Fam",7,2008,3,3,1,1428,5,6,7,0,3,0,227680
"807",807,80,"RL",9750,1,"Inside","Ixelles","1Fam",5,1967,3,3,1,980,3,6,7,0,3,0,135500
"808",808,70,"RL",21384,1,"Inside","Liège","1Fam",5,1923,3,3,1,1576,4,6,7,1,3,0,223500
"809",809,80,"RL",13400,1,"Inside","Ixelles","1Fam",5,1966,3,3,1,1086,3,6,7,1,3,0,159950
"811",811,20,"RL",10140,1,"Inside","LaLouviere","1Fam",6,1974,3,3,1,1309,4,5,7,1,3,648,181000
"812",812,120,"RM",4438,1,"Inside","Schaerbeek","TwnhsE",6,2004,3,3,1,848,4,4,7,1,3,0,144500
"813",813,20,"C (all)",8712,0,"Inside","Leuven","1Fam",5,1952,3,3,0,1044,2,4,7,0,3,0,55993
"814",814,20,"RL",9750,1,"Inside","Ixelles","1Fam",6,1958,3,3,1,1442,3,7,7,0,3,0,157900
"815",815,50,"RL",8248,1,"Inside","Bruges","1Fam",5,1918,3,3,1,1250,2,7,7,0,3,0,116000
"816",816,20,"RL",12137,1,"CulDSac","Schaerbeek","1Fam",7,1998,3,3,1,1661,4,6,7,0,3,0,224900
"818",818,20,"RL",13265,1,"CulDSac","Mons","1Fam",8,2002,3,3,1,1689,4,7,7,2,3,0,271000
"819",819,80,"RL",8816,1,"Inside","Brussels","1Fam",6,1971,3,3,1,1052,3,6,7,0,3,0,155000
"820",820,120,"RL",6371,1,"Inside","Uccle","TwnhsE",7,2009,3,3,1,1358,4,6,7,1,3,0,224000
"821",821,60,"RL",7226,1,"CulDSac","Schaerbeek","1Fam",7,2003,3,3,1,1640,4,6,7,0,3,0,183000
"822",822,20,"RM",6000,1,"Inside","Hasselt","2fmCon",4,1953,3,3,0,936,3,4,5,0,3,0,93000
"823",823,60,"RL",12394,1,"Corner","Namur","1Fam",7,2003,3,3,1,1733,4,7,7,1,3,0,225000
"824",824,50,"RL",9900,1,"Inside","Genk","1Fam",6,1940,3,3,1,1489,3,7,7,1,3,0,139500
"825",825,20,"FV",11216,1,"Inside","Ostend","1Fam",8,2006,3,4,1,1489,4,7,7,1,3,0,232600
"826",826,20,"RL",14803,1,"Inside","Uccle","1Fam",10,2007,3,3,1,2084,5,7,7,1,3,0,385000
"827",827,45,"RM",6130,1,"Inside","Liège","1Fam",5,1924,3,3,1,784,4,5,7,0,0,0,109500
"828",828,20,"RL",8529,1,"Inside","Kortrijk","1Fam",7,2001,3,3,1,1434,4,6,7,1,3,0,189000
"829",829,60,"RL",28698,1,"CulDSac","Brussels","1Fam",5,1967,3,4,1,2126,3,7,5,0,3,0,185000
"831",831,20,"RL",11900,1,"Corner","Ixelles","1Fam",6,1957,3,3,1,1392,3,6,7,2,3,0,166000
"832",832,160,"FV",3180,1,"Inside","Ostend","TwnhsE",7,2005,3,3,1,1200,4,4,7,0,3,0,151000
"834",834,20,"RL",10004,1,"Inside","Ixelles","1Fam",6,1964,3,3,1,1516,3,6,7,0,3,0,167000
"835",835,20,"RL",7875,1,"Inside","Ixelles","1Fam",5,1961,3,3,1,1144,3,6,7,0,3,0,139950
"837",837,30,"RM",8100,1,"Inside","Hasselt","1Fam",5,1948,3,3,1,1559,3,5,5,0,3,0,153500
"838",838,160,"RM",1680,1,"Inside","Charleroi","Twnhs",6,1973,3,3,1,987,3,5,7,0,3,0,100000
"839",839,20,"RL",9525,1,"Inside","Schaerbeek","1Fam",5,1995,3,3,1,1099,4,6,7,0,3,0,144000
"840",840,50,"RL",11767,1,"Inside","Bruges","1Fam",5,1946,3,3,1,1200,3,6,7,0,3,0,130500
"841",841,70,"RH",12155,1,"Inside","Genk","1Fam",6,1925,3,3,0,1482,2,7,7,0,3,0,140000
"842",842,70,"RM",10440,1,"Inside","Hasselt","1Fam",5,1904,3,3,1,1539,4,8,7,1,4,0,157500
"843",843,80,"RL",9020,1,"Inside","Ixelles","1Fam",6,1966,3,3,1,1165,3,6,7,0,4,0,174900
"845",845,50,"RM",12665,1,"Inside","Hasselt","1Fam",5,1915,3,3,1,1416,3,7,7,1,3,0,153900
"846",846,85,"RL",16647,1,"CulDSac","SintNiklaas","1Fam",5,1975,3,3,1,1701,3,6,5,2,3,0,171000
"847",847,60,"RL",9317,1,"Inside","Kortrijk","1Fam",7,1993,3,3,1,1775,4,7,7,1,3,0,213000
"848",848,20,"RL",15523,1,"CulDSac","Schaerbeek","1Fam",5,1972,3,3,1,864,3,5,7,1,3,0,133500
"850",850,80,"RL",9600,1,"FR2","Roeselare","1Fam",6,1976,4,3,1,1855,3,7,7,1,3,0,187000
"851",851,120,"RM",4435,1,"Inside","Schaerbeek","TwnhsE",6,2003,3,3,1,848,4,3,7,0,3,0,131500
"852",852,120,"RL",3196,1,"Inside","Antwerp","TwnhsE",8,2003,3,3,1,1456,4,7,7,1,3,0,215000
"853",853,75,"RL",7128,1,"Inside","Anderlecht","1Fam",7,1941,4,3,1,1646,3,7,7,2,3,0,164000
"854",854,80,"RL",12095,1,"Corner","Ixelles","1Fam",6,1964,4,3,1,1445,3,7,7,1,3,0,158000
"855",855,20,"RL",17920,1,"Inside","SintNiklaas","1Fam",5,1955,3,3,1,1779,3,6,7,1,3,0,170000
"856",856,20,"RL",6897,1,"Corner","SintNiklaas","1Fam",5,1962,4,3,1,1040,3,6,7,0,3,0,127000
"858",858,60,"RL",8125,1,"Inside","Namur","1Fam",6,1994,3,3,1,1481,3,6,7,1,3,0,174000
"859",859,20,"RL",10400,1,"Inside","LaLouviere","1Fam",7,1976,3,3,1,1370,3,6,7,1,3,0,152000
"861",861,50,"RL",7642,1,"Corner","Anderlecht","1Fam",7,1918,3,3,1,1426,4,7,7,1,3,0,189950
"862",862,190,"RL",11625,1,"Inside","SintNiklaas","2fmCon",5,1965,3,3,1,1039,3,6,7,0,3,0,131500
"863",863,20,"RL",9672,1,"Corner","Kortrijk","1Fam",6,1984,3,3,1,1097,3,6,7,0,3,0,152000
"864",864,20,"RL",7931,1,"Inside","Ixelles","1Fam",5,1959,3,3,1,1148,3,6,7,0,3,0,132500
"865",865,20,"FV",8640,1,"Inside","Ostend","1Fam",7,2007,3,3,1,1372,4,6,7,0,3,0,250580
"866",866,20,"RL",8750,1,"Inside","Ixelles","1Fam",5,1970,3,3,1,1002,3,5,7,0,3,0,148500
"867",867,20,"RL",10656,1,"Inside","Seraing","1Fam",8,2006,3,3,1,1646,4,6,7,1,3,0,248900
"868",868,20,"RL",6970,1,"Corner","SintNiklaas","1Fam",4,1961,3,3,1,1120,2,5,7,0,3,0,129000
"869",869,60,"RL",14762,1,"Corner","Namur","1Fam",5,1948,3,0,1,2320,3,7,7,1,3,0,169000
"871",871,20,"RL",6600,1,"Inside","Ixelles","1Fam",5,1962,3,3,0,894,3,5,7,0,3,0,109500
"872",872,60,"RL",8750,1,"Inside","Schaerbeek","1Fam",6,1998,3,3,1,1682,4,7,7,0,3,0,200500
"873",873,20,"RL",8892,1,"Corner","Ixelles","1Fam",5,1953,3,3,1,910,4,5,7,0,3,0,116000
"874",874,40,"RL",12144,1,"Inside","Ixelles","1Fam",5,1949,3,3,1,1268,3,6,7,1,3,0,133000
"875",875,50,"RM",5720,1,"Inside","Hasselt","1Fam",5,1941,3,3,1,1131,3,5,7,0,3,0,66500
"878",878,60,"RL",8834,1,"Inside","Uccle","1Fam",9,2004,3,3,1,2224,5,10,7,1,3,0,350000
"879",879,85,"RL",11782,1,"Inside","SintNiklaas","1Fam",5,1961,3,3,1,1155,4,6,5,0,3,0,148000
"880",880,20,"RL",7000,1,"CulDSac","Schaerbeek","1Fam",5,1978,4,3,1,864,3,6,7,0,3,0,136500
"881",881,20,"RL",7024,1,"Inside","Bruges","1Fam",5,2005,3,4,1,1090,3,5,7,0,3,0,157000
"882",882,50,"RL",13758,1,"CulDSac","Seraing","1Fam",7,1990,4,3,1,1717,4,7,7,1,3,0,187500
"883",883,60,"RL",9636,1,"Corner","Namur","1Fam",6,1992,3,3,1,1593,3,7,7,1,3,0,178000
"884",884,75,"RL",6204,1,"Inside","Genk","1Fam",4,1912,3,2,0,2230,3,10,7,0,3,0,118500
"885",885,20,"RL",7150,1,"Inside","Ixelles","1Fam",5,1967,3,3,1,892,3,5,7,0,3,0,100000
"886",886,120,"FV",5119,1,"CulDSac","Ostend","TwnhsE",9,1999,3,3,1,1709,4,5,7,1,3,0,328900
"887",887,90,"RL",8393,1,"Corner","Ixelles","Duplex",5,1959,3,3,1,1712,3,8,7,0,3,0,145000
"889",889,20,"RL",15865,1,"Inside","Ixelles","1Fam",8,1970,4,4,1,2217,4,8,7,1,3,0,268000
"890",890,20,"RL",12160,1,"Inside","Ixelles","1Fam",6,1953,3,3,1,1505,3,6,7,1,3,0,149500
"891",891,50,"RL",8064,1,"Corner","Ixelles","1Fam",5,1949,4,3,1,924,3,6,7,1,3,0,122900
"892",892,60,"RL",11184,1,"Inside","SintNiklaas","1Fam",6,1978,3,3,1,1683,3,7,7,1,3,0,172500
"893",893,20,"RL",8414,1,"Inside","SintNiklaas","1Fam",6,1963,3,3,1,1068,3,6,7,0,3,0,154500
"894",894,20,"RL",13284,1,"Inside","SintNiklaas","1Fam",5,1954,3,3,1,1383,3,6,7,1,3,0,165000
"895",895,90,"RL",7018,1,"Inside","Kortrijk","Duplex",5,1979,3,0,1,1535,3,8,7,0,3,0,118858
"896",896,60,"RL",7056,1,"Inside","Ixelles","1Fam",6,1963,3,3,1,1796,3,8,7,1,3,0,140000
"898",898,90,"RL",7018,1,"Inside","Kortrijk","Duplex",5,1979,3,0,1,2240,3,12,7,0,3,0,142953
"899",899,20,"RL",12919,1,"Inside","Uccle","1Fam",9,2009,3,3,1,2364,5,11,7,2,3,0,611657
"900",900,20,"RL",6993,1,"Inside","SintNiklaas","1Fam",5,1961,3,3,1,1236,3,6,7,1,3,0,135000
"901",901,20,"RL",7340,1,"Inside","Ixelles","1Fam",4,1971,3,3,1,858,3,4,7,0,3,0,110000
"902",902,20,"RL",8712,1,"Inside","Ixelles","1Fam",5,1957,4,3,1,1306,3,5,7,0,3,0,153000
"903",903,60,"RL",7875,1,"Inside","Namur","1Fam",7,2003,3,3,1,1509,4,8,7,1,3,0,180000
"904",904,20,"RL",14859,1,"CulDSac","Namur","1Fam",7,2006,3,3,1,1670,4,7,7,1,3,0,240000
"905",905,20,"RL",6173,1,"Inside","SintNiklaas","1Fam",5,1967,3,3,1,902,3,6,7,0,3,0,125500
"906",906,20,"RL",9920,1,"Inside","Ixelles","1Fam",5,1954,3,3,1,1063,3,6,7,0,3,0,128000
"907",907,20,"RL",13501,1,"Corner","Ostend","1Fam",8,2006,3,3,1,1636,4,8,7,1,3,0,255000
"908",908,50,"RL",11500,1,"Inside","Anderlecht","1Fam",7,1936,3,3,1,2057,4,6,7,1,2,0,250000
"909",909,20,"RL",8885,1,"Inside","Mons","1Fam",5,1983,3,3,1,902,3,5,7,0,3,0,131000
"910",910,60,"RL",12589,1,"Inside","Namur","1Fam",6,2005,3,3,1,1484,4,8,7,1,3,0,174000
"911",911,90,"RL",11600,1,"Corner","Ixelles","Duplex",5,1960,3,3,1,2274,3,12,7,0,3,0,154300
"912",912,20,"RL",9286,1,"CulDSac","Schaerbeek","1Fam",5,1977,3,4,1,1268,4,5,7,0,3,0,143500
"913",913,30,"RM",6120,1,"Inside","Liège","1Fam",5,1925,3,3,0,1015,3,6,6,0,3,0,88000
"914",914,90,"RH",6270,1,"Inside","Anderlecht","Duplex",5,1949,3,3,0,2002,3,8,7,0,3,0,145000
"915",915,160,"FV",3000,1,"Inside","Ostend","TwnhsE",6,2009,3,3,1,1224,4,4,7,0,3,0,173733
"917",917,20,"C (all)",9000,1,"Inside","Leuven","1Fam",2,1949,3,3,0,480,3,4,7,0,3,0,35311
"919",919,60,"RL",13125,1,"Corner","Kortrijk","1Fam",7,1991,3,3,1,2127,4,8,7,1,3,0,238000
"920",920,20,"RL",11029,1,"Corner","Ixelles","1Fam",6,1958,3,3,1,1414,3,6,6,1,3,0,176500
"921",921,60,"RL",8462,1,"Inside","Kortrijk","1Fam",6,1994,4,4,1,1721,4,7,7,0,3,0,201000
"922",922,90,"RL",8777,1,"Inside","Bruges","Duplex",5,1900,3,3,1,2200,3,9,7,0,0,0,145900
"923",923,20,"RL",10237,1,"Inside","Namur","1Fam",6,2005,3,3,1,1316,4,6,7,1,3,0,169990
"924",924,120,"RL",8012,1,"Inside","Kortrijk","TwnhsE",6,1993,3,3,1,1617,4,5,7,1,3,0,193000
"925",925,20,"RL",10240,1,"Inside","LaLouviere","1Fam",6,1980,4,3,1,1686,3,7,7,1,3,0,207500
"926",926,20,"RL",15611,1,"Corner","LaLouviere","1Fam",5,1977,3,3,1,1126,5,6,7,0,3,0,175000
"927",927,60,"RL",11999,1,"Inside","Uccle","1Fam",8,2003,3,3,1,2374,5,10,7,1,3,0,285000
"928",928,60,"RL",9900,1,"Inside","LaLouviere","1Fam",7,1968,3,3,1,1978,3,9,7,1,3,0,176000
"929",929,20,"RL",11838,1,"Inside","Schaerbeek","1Fam",8,2001,3,3,1,1788,5,7,7,1,3,0,236500
"930",930,60,"RL",13006,1,"Corner","Namur","1Fam",7,1997,3,3,1,2236,4,8,7,1,3,0,222000
"931",931,20,"RL",8925,1,"Inside","Seraing","1Fam",8,2007,3,3,1,1466,4,7,7,0,3,0,201000
"932",932,20,"RL",9100,1,"Inside","Ixelles","1Fam",5,1965,3,3,1,925,3,5,7,0,3,0,117500
"933",933,20,"RL",11670,1,"Corner","Ostend","1Fam",9,2006,3,4,1,1905,5,8,7,1,3,0,320000
"934",934,20,"RL",8487,1,"FR2","Schaerbeek","1Fam",7,2004,3,3,1,1500,4,6,7,0,3,0,190000
"935",935,20,"RL",27650,1,"Inside","Ixelles","1Fam",7,1960,3,3,1,2069,4,9,7,1,3,0,242000
"936",936,30,"RL",5825,1,"Inside","Liège","1Fam",4,1926,4,3,1,747,3,5,7,0,3,0,79900
"937",937,20,"RL",10083,1,"Inside","Kortrijk","1Fam",7,2003,3,3,1,1200,4,5,7,0,3,0,184900
"939",939,60,"RL",8760,1,"Inside","Schaerbeek","1Fam",7,2006,3,4,1,1962,4,7,7,0,3,0,239799
"940",940,70,"RL",24090,1,"Inside","Brussels","1Fam",7,1940,4,3,1,2403,3,10,7,2,3,0,244400
"941",941,90,"RL",12640,1,"Inside","Mons","Duplex",6,1976,3,3,1,1728,3,8,7,0,3,0,150900
"942",942,60,"RL",8755,1,"FR2","Namur","1Fam",7,1999,3,3,1,2060,4,8,7,1,3,0,214000
"943",943,90,"RL",7711,1,"Inside","Bruges","Duplex",4,1977,3,3,1,1440,3,8,7,0,0,0,150000
"944",944,90,"RL",25000,1,"Inside","Mons","Duplex",5,1967,3,3,1,1632,3,8,7,0,3,0,143000
"946",946,50,"RM",8820,1,"Corner","Hasselt","1Fam",5,1890,3,3,1,1869,3,7,7,0,3,0,124900
"947",947,80,"RL",8163,1,"Inside","Ixelles","1Fam",5,1959,4,3,1,1144,3,6,7,1,3,0,143000
"948",948,20,"RL",14536,1,"Inside","Seraing","1Fam",8,2002,3,3,1,1629,4,9,7,1,3,0,270000
"949",949,60,"RL",14006,1,"Inside","Schaerbeek","1Fam",7,2002,3,3,1,1776,4,7,7,1,3,0,192500
"950",950,20,"RL",9360,1,"Inside","LaLouviere","1Fam",6,1972,3,3,1,1381,4,5,7,1,3,0,197500
"952",952,20,"RH",7800,1,"Corner","Kortrijk","1Fam",5,1965,3,3,1,965,3,6,7,0,3,0,119900
"954",954,60,"RL",11075,1,"Inside","Mons","1Fam",5,1969,3,3,1,1968,3,7,5,1,3,0,172000
"955",955,90,"RL",9400,1,"CulDSac","Bruges","Duplex",6,1975,3,4,1,980,3,4,7,0,0,0,127500
"956",956,90,"RH",7136,1,"Inside","Anderlecht","Duplex",6,1946,3,3,0,1958,3,8,7,0,3,0,145000
"957",957,160,"RM",1300,1,"Inside","Ghent","TwnhsE",6,1980,3,3,1,1229,3,5,7,1,3,0,124000
"958",958,20,"RL",7420,1,"Inside","SintNiklaas","1Fam",5,1962,3,3,1,1057,3,6,7,0,3,0,132000
"959",959,20,"RL",8450,1,"Inside","Schaerbeek","1Fam",7,2003,3,3,1,1337,4,6,7,0,3,0,185000
"961",961,20,"RL",7207,1,"Inside","Liège","1Fam",5,1958,4,3,1,858,3,4,7,0,0,0,116500
"962",962,60,"RL",12227,1,"Corner","LaLouviere","1Fam",6,1977,4,4,1,2872,3,11,7,1,3,0,272000
"964",964,20,"RL",11923,1,"Corner","Schaerbeek","1Fam",9,2007,3,3,1,1800,5,7,7,0,3,0,239000
"966",966,60,"RL",10237,1,"Inside","Namur","1Fam",6,2005,3,3,1,1484,4,8,7,1,3,0,178900
"967",967,50,"RL",9600,1,"Inside","Anderlecht","1Fam",5,1940,4,2,1,1308,3,7,5,2,3,0,160000
"969",969,50,"RM",5925,1,"Inside","Hasselt","1Fam",3,1910,3,3,0,968,3,6,7,0,0,0,37900
"970",970,190,"RL",10382,1,"Inside","Ixelles","2fmCon",6,1958,2,3,1,1095,3,6,7,0,3,0,140000
"971",971,50,"RL",10800,1,"Inside","Ixelles","1Fam",4,1949,3,3,0,1192,3,6,7,0,0,0,135000
"972",972,160,"RL",2268,1,"Inside","Uccle","Twnhs",7,2003,3,3,1,1626,4,6,7,0,3,0,173000
"973",973,120,"RL",7892,1,"Inside","Kortrijk","TwnhsE",6,1979,3,3,1,918,3,5,7,1,3,0,99500
"974",974,20,"FV",11639,1,"Corner","Ostend","1Fam",7,2007,3,3,1,1428,4,6,7,0,3,0,182000
"975",975,70,"RL",11414,1,"Corner","Liège","1Fam",7,1910,4,3,0,2019,4,8,7,0,3,0,167500
"976",976,160,"FV",2651,1,"FR2","Ostend","Twnhs",7,2000,3,3,1,1382,4,6,7,0,3,0,165000
"977",977,30,"RL",5900,1,"Inside","Liège","1Fam",4,1923,3,3,1,869,2,4,7,0,0,0,85500
"978",978,120,"FV",4274,1,"Inside","Ostend","TwnhsE",7,2006,3,3,1,1241,4,4,7,0,3,0,199900
"979",979,20,"RL",9450,1,"Inside","Bruges","1Fam",4,1954,3,3,1,894,3,5,7,0,3,0,110000
"980",980,20,"RL",8816,1,"Corner","SintNiklaas","1Fam",5,1963,3,3,1,1121,3,5,7,0,3,0,139000
"981",981,85,"RL",12122,1,"Corner","Ixelles","1Fam",7,1961,3,3,1,999,5,6,7,0,3,0,178400
"982",982,60,"RL",12203,1,"Corner","Aalst","1Fam",8,1998,3,3,1,2612,4,8,7,1,3,0,336000
"983",983,20,"RL",3182,1,"Inside","Antwerp","1Fam",7,2007,3,3,1,1266,4,6,7,1,3,0,159895
"984",984,60,"RL",11250,1,"Corner","Schaerbeek","1Fam",8,2002,3,3,1,2290,4,9,7,1,3,0,255900
"986",986,190,"RL",10880,1,"Inside","Bruges","2fmCon",5,1950,3,3,0,1164,3,5,7,0,3,0,125000
"987",987,50,"RM",5310,1,"Corner","Hasselt","1Fam",6,1910,4,2,1,1635,4,5,7,0,2,0,117000
"988",988,20,"RL",10159,1,"Inside","Uccle","1Fam",9,2009,3,3,1,1940,5,8,7,1,3,0,395192
"989",989,60,"RL",12046,1,"Inside","LaLouviere","1Fam",6,1976,3,3,1,2030,4,8,7,1,3,0,195000
"991",991,60,"RL",9452,1,"Inside","Aalst","1Fam",8,1997,3,3,1,2392,4,7,7,1,3,0,348000
"992",992,70,"RM",17671,1,"Corner","Hasselt","1Fam",8,1882,4,3,1,1742,4,8,7,1,3,0,168000
"993",993,60,"RL",9760,1,"Inside","Ixelles","1Fam",6,1964,3,3,1,1851,4,7,7,1,3,0,187000
"994",994,60,"RL",8846,1,"Inside","Schaerbeek","1Fam",6,2005,3,3,1,1500,4,6,7,0,3,0,173900
"995",995,20,"RL",12456,1,"FR2","Uccle","1Fam",10,2006,3,3,1,1718,5,7,7,1,3,0,337500
"997",997,20,"RL",10659,1,"Inside","Ixelles","1Fam",5,1961,3,3,1,1050,3,6,7,0,3,0,136500
"998",998,20,"RL",11717,1,"Inside","LaLouviere","1Fam",6,1970,3,3,1,1442,3,6,7,1,3,0,185000
"999",999,30,"RM",9786,1,"Inside","Leuven","1Fam",3,1922,3,2,0,1077,3,6,7,1,3,0,91000
"1000",1000,20,"RL",6762,1,"Inside","Schaerbeek","1Fam",7,2006,3,3,1,1208,4,6,7,0,3,0,206000
"1001",1001,20,"RL",10206,1,"Corner","Bruges","1Fam",3,1952,3,0,0,944,2,4,6,0,3,0,82000
"1002",1002,30,"RL",5400,1,"Corner","Hasselt","1Fam",5,1920,3,3,1,691,5,4,7,0,2,0,86000
"1003",1003,20,"RL",11957,1,"Inside","Ostend","1Fam",8,2006,3,3,1,1574,4,7,7,1,3,0,232000
"1004",1004,90,"RL",11500,1,"Corner","LaLouviere","Duplex",5,1976,3,3,1,1680,3,8,7,0,3,0,136905
"1005",1005,120,"RL",3182,1,"Inside","Antwerp","TwnhsE",7,2005,3,3,1,1504,4,7,7,1,3,0,181000
"1006",1006,80,"RL",8385,1,"Inside","Schaerbeek","1Fam",5,1977,3,4,1,985,3,6,7,0,3,0,149900
"1007",1007,20,"RL",12155,1,"Inside","Ixelles","1Fam",6,1970,3,3,1,1657,3,7,7,1,3,0,163500
"1008",1008,160,"RM",2217,1,"Inside","SintJansMolenbeek","TwnhsE",4,1970,3,3,1,1092,3,6,7,0,3,0,88000
"1009",1009,20,"RL",12118,1,"CulDSac","Mons","1Fam",7,2004,3,3,1,1710,4,7,7,1,3,0,240000
"1010",1010,50,"RL",6000,1,"Inside","Genk","1Fam",5,1926,2,3,1,1522,3,7,7,0,0,0,102000
"1011",1011,50,"RL",21286,1,"Inside","SintNiklaas","1Fam",5,1948,3,3,1,1271,3,7,7,1,3,0,135000
"1012",1012,90,"RL",9825,1,"Inside","Bruges","Duplex",5,1965,3,0,0,1664,3,8,7,0,0,0,100000
"1013",1013,70,"RL",10592,1,"Inside","Anderlecht","1Fam",6,1923,4,2,1,1502,4,7,7,2,3,0,165000
"1014",1014,30,"RM",7200,1,"Inside","Hasselt","1Fam",5,1910,3,3,0,1022,3,4,2,0,3,0,85000
"1017",1017,20,"RL",11883,1,"Inside","Schaerbeek","1Fam",7,1996,3,3,1,1504,4,6,7,1,3,0,203000
"1018",1018,120,"RL",5814,1,"CulDSac","Tournai","TwnhsE",8,1984,3,3,1,1360,4,4,7,1,3,0,187500
"1019",1019,80,"RL",10784,1,"FR2","Namur","1Fam",7,1991,3,3,1,1472,4,7,7,1,3,0,160000
"1021",1021,20,"RL",7024,1,"Inside","Bruges","1Fam",4,2005,3,3,1,1132,4,5,7,0,3,0,176000
"1022",1022,20,"RL",7406,1,"Inside","Schaerbeek","1Fam",7,2006,3,3,1,1220,4,6,7,0,3,0,194000
"1023",1023,50,"RM",9439,1,"Inside","Hasselt","1Fam",5,1930,3,3,1,1248,3,6,7,0,2,0,87000
"1024",1024,120,"RL",3182,1,"Inside","Antwerp","TwnhsE",7,2005,3,4,1,1504,4,7,7,1,3,0,191000
"1025",1025,20,"RL",15498,1,"Corner","Seraing","1Fam",8,1976,3,3,1,2898,4,10,7,1,3,0,287000
"1026",1026,20,"RL",7700,1,"Corner","Schaerbeek","1Fam",5,1972,3,3,1,882,3,5,7,0,3,0,112500
"1027",1027,20,"RL",9300,1,"Inside","Ixelles","1Fam",5,1960,3,3,1,1264,3,6,7,2,3,0,167500
"1028",1028,20,"RL",9520,1,"Inside","Seraing","1Fam",8,2007,3,3,1,1646,4,7,7,1,3,0,293077
"1029",1029,50,"RL",9492,1,"Inside","Ixelles","1Fam",5,1941,3,3,1,1376,3,6,7,1,3,0,105000
"1030",1030,160,"RM",1680,1,"Inside","Charleroi","Twnhs",6,1972,3,3,1,1218,3,7,7,0,3,0,118000
"1031",1031,190,"RH",7082,1,"Inside","Genk","2fmCon",5,1916,3,3,1,1928,3,10,7,0,0,0,160000
"1032",1032,75,"RL",15863,1,"Corner","Genk","1Fam",7,1920,3,3,1,3082,3,12,7,2,3,0,197000
"1033",1033,60,"RL",14541,1,"Corner","Aalst","1Fam",8,1993,4,4,1,2520,4,10,7,1,3,0,310000
"1034",1034,20,"RL",8125,1,"Inside","Schaerbeek","1Fam",7,2002,3,3,1,1654,4,6,7,0,3,0,230000
"1035",1035,30,"RL",6305,1,"Inside","Anderlecht","1Fam",5,1938,4,2,1,954,2,5,7,1,2,0,119750
"1037",1037,20,"RL",12898,1,"Inside","Seraing","1Fam",9,2007,3,3,1,1620,5,6,7,1,3,0,315500
"1038",1038,60,"RL",9240,1,"Inside","Schaerbeek","1Fam",8,2001,3,3,1,2263,4,7,7,1,3,0,287000
"1039",1039,160,"RM",1533,1,"Inside","SintJansMolenbeek","Twnhs",4,1970,3,3,1,1344,3,6,7,1,0,0,97000
"1040",1040,180,"RM",1477,1,"Inside","SintJansMolenbeek","TwnhsE",4,1970,3,3,1,630,3,3,7,0,3,0,80000
